KEGG_name,KEGG_classification,gene_name,count
hsa04625_C-type_lectin_receptor_signaling_pathway,Immune system,AKT1/AKT2/AKT3/ARHGEF12/BCL10/CALM1/CALML4/CASP1/CASP8/CBLB/CCL17/CCL22/CD209/CHUK/CLEC1B/CLEC4E/CLEC4M/CLEC7A/CYLD/EGR2/EGR3/FCER1G/HRAS/IKBKB/IL10/IL12A/IL12B/IL1B/IL23A/IL6/IRF1/IRF9/ITPR1/ITPR2/ITPR3/JUN/KRAS/KSR1/LSP1/MALT1/MAP3K14/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MAPKAPK2/MDM2/MRAS/NFATC1/NFATC3/NFATC4/NFKB1/NFKB2/NFKBIA/NLRP3/PAK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG2/PLK3/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCD/PTGS2/PTPN11/PYCARD/RAF1/RELA/RELB/RHOA/RRAS/RRAS2/SRC/STAT1/STAT2/SYK/TNF,88
hsa04630_JAK-STAT_signaling_pathway,Signal transduction,AKT1/AKT2/AKT3/AOX1/BCL2/BCL2L1/CCND1/CCND2/CCND3/CDKN1A/CISH/CLCF1/CNTFR/CREBBP/CSF2RB/CSF3/CSF3R/CTF1/EGF/EGFR/EP300/EPO/EPOR/FHL1/GFAP/GHR/GRB2/HRAS/IFNAR1/IFNAR2/IFNG/IFNGR1/IFNGR2/IL10/IL10RA/IL10RB/IL11/IL11RA/IL12A/IL12B/IL12RB1/IL12RB2/IL13/IL13RA1/IL15/IL15RA/IL20RA/IL21R/IL22RA1/IL23A/IL24/IL27RA/IL2RA/IL2RB/IL2RG/IL4R/IL5/IL6/IL6R/IL6ST/IL7/IL7R/IRF9/JAK1/JAK2/JAK3/LEP/LIF/MPL/MYC/OSM/OSMR/PDGFA/PDGFB/PDGFRB/PIAS1/PIAS2/PIAS4/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIM1/PRLR/PTPN11/PTPN2/PTPN6/RAF1/SOCS1/SOCS2/SOCS3/SOCS5/SOCS6/SOS1/SOS2/STAM/STAM2/STAT1/STAT2/STAT3/STAT4/STAT5A/STAT5B/STAT6/TYK2,107
hsa04640_Hematopoietic_cell_lineage,Immune system,ANPEP/CD14/CD19/CD1A/CD1C/CD1D/CD2/CD33/CD34/CD36/CD37/CD38/CD3E/CD3G/CD4/CD44/CD5/CD55/CD59/CD7/CD8A/CD9/CR1/CR2/CSF1/CSF1R/CSF3/CSF3R/EPO/EPOR/FCER2/FLT3/FLT3LG/GP1BA/GP5/GP9/IL11/IL11RA/IL1A/IL1B/IL1R1/IL1R2/IL2RA/IL4R/IL5/IL6/IL6R/IL7/IL7R/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGA6/ITGAM/ITGB3/KIT/MME/MS4A1/TFRC/TNF,62
hsa04650_Natural_killer_cell_mediated_cytotoxicity,Immune system,ARAF/BID/CASP3/CD244/CD247/CD48/FAS/FASLG/FCER1G/FCGR3B/FYN/GRB2/GZMB/HRAS/ICAM1/ICAM2/IFNAR1/IFNAR2/IFNG/IFNGR1/IFNGR2/ITGAL/ITGB2/KIR3DL1/KLRD1/KRAS/LCK/LCP2/MAP2K1/MAP2K2/MAPK1/MAPK3/MICA/MICB/NCR1/NCR3/NFATC1/PAK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG1/PLCG2/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRF1/PRKCA/PRKCB/PRKCG/PTK2B/PTPN11/PTPN6/RAC1/RAC2/RAC3/RAF1/SH2D1A/SH3BP2/SHC1/SHC2/SHC3/SOS1/SOS2/SYK/TNF/TNFRSF10B/TNFSF10/TYROBP/ULBP1/ULBP2/VAV1/VAV2/VAV3/ZAP70,79
hsa04657_IL-17_signaling_pathway,Immune system,ANAPC5/CASP3/CASP8/CCL17/CCL20/CCL7/CEBPB/CHUK/CSF3/CXCL1/CXCL10/CXCL2/CXCL3/CXCL6/ELAVL1/FADD/FOS/FOSB/FOSL1/GSK3B/HSP90AA1/HSP90AB1/IFNG/IKBKB/IL13/IL17RA/IL17RB/IL17RC/IL1B/IL5/IL6/JUN/JUND/LCN2/MAP3K7/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK4/MAPK6/MAPK7/MAPK8/MAPK9/MMP1/MMP9/NFKB1/NFKBIA/PTGS2/RELA/S100A8/S100A9/TBK1/TNF/TNFAIP3/TRADD/TRAF2/TRAF3/TRAF3IP2/TRAF4/TRAF5/TRAF6/USP25,66
hsa04658_Th1_and_Th2_cell_differentiation,Immune system,CD247/CD3E/CD3G/CD4/CHUK/DLL3/FOS/GATA3/IFNG/IFNGR1/IFNGR2/IKBKB/IL12A/IL12B/IL12RB1/IL12RB2/IL13/IL2RA/IL2RB/IL2RG/IL4R/IL5/JAG1/JAG2/JAK1/JAK2/JAK3/JUN/LCK/MAF/MAML1/MAML3/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/NFATC1/NFATC3/NFKB1/NFKBIA/NFKBIB/NFKBIE/NOTCH1/NOTCH2/NOTCH3/PLCG1/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCQ/RBPJ/RELA/RUNX3/STAT1/STAT4/STAT5A/STAT5B/STAT6/TBX21/TYK2/ZAP70,67
hsa04659_Th17_cell_differentiation,Immune system,AHR/CD247/CD3E/CD3G/CD4/CHUK/EBI3/FOS/FOXP3/GATA3/HIF1A/HSP90AA1/HSP90AB1/IFNG/IFNGR1/IFNGR2/IKBKB/IL12RB1/IL1B/IL1R1/IL1RAP/IL21R/IL23A/IL27RA/IL2RA/IL2RB/IL2RG/IL4R/IL6/IL6R/IL6ST/IRF4/JAK1/JAK2/JAK3/JUN/LCK/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/NFATC1/NFATC3/NFKB1/NFKBIA/NFKBIB/NFKBIE/PLCG1/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCQ/RARA/RELA/RORA/RORC/RXRB/SMAD2/SMAD3/SMAD4/STAT1/STAT3/STAT5A/STAT5B/STAT6/TBX21/TGFB1/TGFBR1/TGFBR2/TYK2/ZAP70,77
hsa04660_T_cell_receptor_signaling_pathway,Immune system,AKT1/AKT2/AKT3/BCL10/CBLB/CD247/CD28/CD3E/CD3G/CD4/CD40LG/CD8A/CDC42/CDK4/CHUK/CTLA4/DLG1/FOS/FYN/GRAP2/GRB2/GSK3B/HRAS/ICOS/IFNG/IKBKB/IL10/IL5/ITK/JUN/KRAS/LCK/LCP2/MALT1/MAP2K1/MAP2K2/MAP2K7/MAP3K14/MAP3K7/MAP3K8/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/NCK1/NCK2/NFATC1/NFATC3/NFKB1/NFKBIA/NFKBIB/NFKBIE/PAK1/PAK2/PAK3/PAK4/PDCD1/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG1/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCQ/PTPN6/PTPRC/RAF1/RASGRP1/RELA/RHOA/SOS1/SOS2/TEC/TNF/VAV1/VAV2/VAV3/ZAP70,89
hsa04662_B_cell_receptor_signaling_pathway,Immune system,AKT1/AKT2/AKT3/BANK1/BCL10/BLK/BLNK/BTK/CD19/CD72/CD79A/CD79B/CD81/CHUK/CR2/DAPP1/FCGR2B/FOS/GRB2/GSK3B/HRAS/IFITM1/IKBKB/INPP5D/INPPL1/JUN/KRAS/LILRA1/LILRA2/LILRA4/LILRA5/LILRB1/LILRB2/LILRB4/LILRB5/LYN/MALT1/MAP2K1/MAP2K2/MAPK1/MAPK3/NFATC1/NFATC3/NFKB1/NFKBIA/NFKBIB/NFKBIE/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG2/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCB/PTPN6/RAC1/RAC2/RAC3/RAF1/RASGRP3/RELA/SOS1/SOS2/SYK/VAV1/VAV2/VAV3,72
hsa04664_Fc_epsilon_RI_signaling_pathway,Immune system,AKT1/AKT2/AKT3/ALOX5/ALOX5AP/BTK/FCER1A/FCER1G/FYN/GAB2/GRB2/HRAS/IL13/IL5/INPP5D/KRAS/LCP2/LYN/MAP2K1/MAP2K2/MAP2K4/MAP2K6/MAP2K7/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLA2G4A/PLA2G4C/PLCG1/PLCG2/PRKCA/RAC1/RAC2/RAC3/RAF1/SOS1/SOS2/SYK/TNF/VAV1/VAV2/VAV3,55
hsa04666_Fc_gamma_R-mediated_phagocytosis,Immune system,ACTR2/ACTR3/ACTR3B/AKT1/AKT2/AKT3/AMPH/ARF6/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/ARPC5L/ASAP1/ASAP2/ASAP3/BIN1/CDC42/CFL1/CRK/CRKL/DNM2/DOCK1/FCGR2A/FCGR2B/FCGR3B/GAB2/GSN/HCK/INPP5D/INPPL1/LIMK1/LIMK2/LYN/MAP2K1/MAPK1/MAPK3/MARCKSL1/MYO10/NCF1/PAK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIP5K1A/PIP5K1B/PIP5K1C/PLA2G4A/PLA2G4C/PLA2G6/PLCG1/PLCG2/PLD1/PLD2/PRKCA/PRKCB/PRKCD/PRKCE/PRKCG/PTPRC/RAC1/RAC2/RAF1/RPS6KB1/RPS6KB2/SCIN/SPHK1/SPHK2/SYK/VASP/VAV1/VAV2/VAV3/WAS/WASF1/WASF2/WASF3,81
hsa04668_TNF_signaling_pathway,Signal transduction,AKT1/AKT2/AKT3/ATF2/ATF6B/BAG4/BIRC2/BIRC3/CASP10/CASP3/CASP7/CASP8/CCL20/CEBPB/CFLAR/CHUK/CREB1/CREB3/CREB3L1/CREB3L2/CSF1/CX3CL1/CXCL1/CXCL10/CXCL2/CXCL3/CXCL6/CYLD/DNM1L/EDN1/FADD/FAS/FOS/ICAM1/IKBKB/IL15/IL18R1/IL1B/IL6/IRF1/ITCH/JAG1/JUN/JUNB/LIF/LTA/MAP2K1/MAP2K4/MAP2K6/MAP2K7/MAP3K14/MAP3K5/MAP3K7/MAP3K8/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MMP14/MMP9/NFKB1/NFKBIA/NOD2/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PTGS2/RELA/RIPK1/RPS6KA4/RPS6KA5/SOCS3/TNF/TNFAIP3/TRADD/TRAF1/TRAF2/TRAF3/TRAF5/XIAP,88
hsa04670_Leukocyte_transendothelial_migration,Immune system,ACTB/ACTN1/ARHGAP5/CDC42/CDH5/CLDN10/CLDN11/CLDN15/CLDN18/CLDN3/CLDN4/CLDN5/CLDN6/CLDN7/CTNNA1/CTNNA2/CTNNA3/CTNNB1/CXCL12/CXCR4/CYBA/CYBB/EZR/F11R/GNAI1/GNAI2/GNAI3/ICAM1/ITGA4/ITGAL/ITGAM/ITGB1/ITGB2/ITK/JAM2/JAM3/MAPK11/MAPK12/MAPK13/MAPK14/MMP2/MMP9/MSN/MYL12A/MYL2/MYL5/MYL9/NCF1/NCF2/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG1/PLCG2/PRKCA/PRKCB/PRKCG/PTK2/PTK2B/PTPN11/PXN/RAC1/RAC2/RAP1A/RAP1B/RAPGEF3/RAPGEF4/RHOA/RHOH/ROCK1/ROCK2/SIPA1/THY1/TXK/VASP/VAV1/VAV2/VAV3/VCL,82
hsa04672_Intestinal_immune_network_for_IgA_production,Immune system,CCL25/CCR10/CCR9/CD28/CD40/CD40LG/CD80/CD86/CXCL12/CXCR4/ICOS/IL10/IL15/IL15RA/IL5/IL6/ITGA4/ITGB7/LTBR/MADCAM1/MAP3K14/PIGR/TGFB1/TNFRSF13B/TNFRSF17,25
hsa04710_Circadian_rhythm,Environmental adaptation,BTRC/CLOCK/CREB1/CRY1/CRY2/CSNK1D/CUL1/DBP/FBXW11/NFIL3/NPAS2/NR1D2/PER2/PER3/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKAG1/PRKAG2/RORA/RORB/RORC/SKP1,24
hsa04713_Circadian_entrainment,Environmental adaptation,ADCY1/ADCY10/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/CACNA1C/CACNA1D/CACNA1G/CACNA1H/CACNA1I/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CREB1/FOS/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRIA3/GRIN1/GRIN2A/GRIN2C/GRIN2D/GUCY1A2/ITPR1/ITPR3/KCNJ3/KCNJ5/KCNJ9/MAPK1/MAPK3/NOS1/NOS1AP/PER2/PER3/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PRKG1/PRKG2/RPS6KA5/RYR1/RYR2/RYR3,68
hsa04714_Thermogenesis,Environmental adaptation,ACSL1/ACSL3/ACSL4/ACSL5/ACSL6/ACTB/ACTL6A/ACTL6B/ADCY1/ADCY10/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ARID1A/ATF2/BMP8A/BMP8B/CNR1/COX10/COX11/COX15/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CPT1A/CPT2/CREB1/CREB3/CREB3L1/CREB3L2/CYC1/DPF1/DPF3/FGFR1/FRS2/GNAS/GRB2/HRAS/KDM3B/KRAS/LIPE/MAP3K5/MAPK11/MAPK12/MAPK13/MAPK14/MGLL/MLST8/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF3/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NPPA/NPR1/PNPLA2/PPARG/PPARGC1A/PRDM16/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/PRKG1/PRKG2/RHEB/RPS6/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6/RPS6KB1/RPS6KB2/SDHA/SDHB/SDHC/SDHD/SIRT6/SLC25A20/SMARCA2/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMARCD2/SMARCD3/SMARCE1/SOS1/SOS2/TSC1/TSC2/UCP1/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ/ZNF516,137
hsa04720_Long-term_potentiation,Nervous system,ADCY1/ARAF/CACNA1C/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CAMK4/CREBBP/EP300/GNAQ/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRM1/HRAS/ITPR1/ITPR2/ITPR3/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK3/PLCB1/PLCB2/PLCB3/PLCB4/PPP1CB/PPP1CC/PPP1R1A/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/RAF1/RAP1A/RAP1B/RAPGEF3/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6,50
hsa04721_Synaptic_vesicle_cycle,Nervous system,AP2A2/AP2B1/AP2M1/AP2S1/ATP6V0A2/ATP6V0A4/ATP6V0B/ATP6V0E1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/ATP6V1G1/ATP6V1H/CACNA1B/CLTB/CLTC/CLTCL1/DNM1/DNM2/DNM3/NAPA/RAB3A/RIMS1/SLC17A7/SLC18A1/SLC18A2/SLC1A1/SLC1A2/SLC1A3/SLC1A6/SLC1A7/SLC6A1/SLC6A12/SLC6A13/SLC6A3/SLC6A4/SLC6A9/SNAP25/STX1A/STX2/STX3/STXBP1/SYT1/TCIRG1/UNC13A/UNC13B/VAMP2,50
hsa04722_Neurotrophin_signaling_pathway,Nervous system,ABL1/AKT1/AKT2/AKT3/ARHGDIA/ARHGDIB/ARHGDIG/BAX/BCL2/BDNF/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CAMK4/CDC42/CRK/CRKL/FASLG/FOXO3/FRS2/GAB1/GRB2/GSK3B/HRAS/IKBKB/IRAK1/IRAK4/IRS1/JUN/KIDINS220/KRAS/MAGED1/MAP2K1/MAP2K2/MAP2K5/MAP2K7/MAP3K1/MAP3K3/MAP3K5/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK7/MAPK8/MAPK9/MAPKAPK2/MATK/NFKB1/NFKBIA/NFKBIB/NFKBIE/NGFR/NTRK1/NTRK2/NTRK3/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG1/PLCG2/PRDM4/PRKCD/PSEN1/PSEN2/PTPN11/RAC1/RAF1/RAP1A/RAP1B/RAPGEF1/RELA/RHOA/RIPK2/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA5/RPS6KA6/SH2B1/SH2B2/SH2B3/SHC1/SHC2/SHC3/SORT1/SOS1/SOS2/TP53/TP73/TRAF6/YWHAE/ZNF274,102
hsa04723_Retrograde_endocannabinoid_signaling,Nervous system,ABHD6/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CNR1/DAGLA/FAAH/GABRA2/GABRA4/GABRB1/GABRB2/GABRB3/GABRD/GABRR1/GABRR2/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRIA3/GRM1/ITPR1/ITPR2/ITPR3/KCNJ3/KCNJ5/KCNJ9/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MGLL/NDUFA1/NDUFA10/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA4L2/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFC1/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFV1/NDUFV2/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PTGS2/RIMS1/SLC17A7,98
hsa04724_Glutamatergic_synapse,Nervous system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/CACNA1C/CACNA1D/DLG4/DLGAP1/GLS/GLS2/GLUL/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRIA3/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRM1/GRM2/GRM4/GRM6/HOMER1/HOMER2/HOMER3/ITPR1/ITPR2/ITPR3/KCNJ3/MAPK1/MAPK3/PLA2G4A/PLA2G4C/PLCB1/PLCB2/PLCB3/PLCB4/PLD1/PLD2/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/SHANK1/SHANK2/SLC17A7/SLC1A1/SLC1A2/SLC1A3/SLC1A6/SLC1A7/SLC38A1/SLC38A2/SLC38A3/TRPC1,82
hsa04725_Cholinergic_synapse,Nervous system,ACHE/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/BCL2/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CAMK2A/CAMK2B/CAMK2G/CAMK4/CHRM2/CHRM3/CHRM4/CHRM5/CHRNA3/CHRNA4/CHRNB4/CREB1/CREB3/CREB3L1/CREB3L2/FOS/FYN/GNA11/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/HRAS/ITPR1/ITPR2/ITPR3/JAK2/KCNJ14/KCNJ2/KCNJ3/KCNQ1/KCNQ2/KCNQ3/KCNQ4/KRAS/MAP2K1/MAPK1/MAPK3/PIK3CA/PIK3CB/PIK3CD/PIK3CG/PIK3R1/PIK3R2/PIK3R3/PIK3R5/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG,83
hsa04726_Serotonergic_synapse,Nervous system,ALOX12/ALOX12B/ALOX15/ALOX5/APP/ARAF/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CASP3/CYP2C8/CYP2J2/DDC/DUSP1/GABRB1/GABRB2/GABRB3/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/HRAS/HTR1F/HTR2B/HTR4/HTR6/HTR7/ITPR1/ITPR2/ITPR3/KCNJ3/KCNJ5/KCNJ9/KCNN2/KRAS/MAOA/MAP2K1/MAPK1/MAPK3/PLA2G4A/PLA2G4C/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PTGS1/PTGS2/RAF1/RAPGEF3/SLC18A1/SLC18A2/SLC6A4/TPH1/TRPC1,74
hsa04727_GABAergic_synapse,Nervous system,ABAT/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1S/GABARAPL1/GABARAPL2/GABBR1/GABBR2/GABRA2/GABRA4/GABRB1/GABRB2/GABRB3/GABRD/GABRR1/GABRR2/GAD1/GLS/GLS2/GLUL/GNAI1/GNAI2/GNAI3/GNAO1/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GPHN/HAP1/PLCL1/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/SLC12A5/SLC38A1/SLC38A2/SLC38A3/SLC6A1/SLC6A12/SLC6A13/SRC/TRAK2,60
hsa04728_Dopaminergic_synapse,Nervous system,AKT1/AKT2/AKT3/ARRB1/ARRB2/ATF2/ATF6B/CACNA1B/CACNA1C/CACNA1D/CALM1/CALML4/CALY/CAMK2A/CAMK2B/CAMK2G/CLOCK/CREB1/CREB3/CREB3L1/CREB3L2/DDC/DRD2/DRD4/FOS/GNAI1/GNAI2/GNAI3/GNAL/GNAO1/GNAQ/GNAS/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRIA3/GRIN2A/GSK3A/GSK3B/ITPR1/ITPR2/ITPR3/KCNJ3/KCNJ5/KCNJ9/KIF5A/KIF5B/KIF5C/MAOA/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/PLCB1/PLCB2/PLCB3/PLCB4/PPP1CB/PPP1CC/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R2A/PPP2R2B/PPP2R2D/PPP2R3A/PPP2R3C/PPP2R5A/PPP2R5B/PPP2R5C/PPP2R5E/PPP3CA/PPP3CB/PPP3CC/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/SLC18A1/SLC18A2/SLC6A3,94
hsa04730_Long-term_depression,Nervous system,ARAF/GNA11/GNA12/GNA13/GNAI1/GNAI2/GNAI3/GNAO1/GNAQ/GNAS/GNAZ/GRIA3/GRM1/GUCY1A2/HRAS/IGF1/IGF1R/ITPR1/ITPR2/ITPR3/KRAS/LYN/MAP2K1/MAP2K2/MAPK1/MAPK3/NOS1/PLA2G4A/PLA2G4C/PLCB1/PLCB2/PLCB3/PLCB4/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PRKCA/PRKCB/PRKCG/PRKG1/PRKG2/RAF1/RYR1,44
hsa04740_Olfactory_transduction,Sensory system,ADCY3/ANO2/ARRB1/ARRB2/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/GNAL/GNB1/GNG13/GNG7/GUCY2D/NCALD/OR2B6/OR2C1/OR3A2/PDE1A/PDE1B/PDE2A/PRKACA/PRKACB/PRKG1/PRKG2/RGS2/SLC8A1/SLC8A2,28
hsa04742_Taste_transduction,Sensory system,ADCY6/CACNA1C/CHRM3/ENTPD2/GABBR1/GABBR2/GABRA2/GABRA4/GNB3/GNG13/GRM1/GRM4/HCN4/HTR1F/ITPR3/KCNK5/P2RX3/P2RY1/P2RY4/PDE1A/PDE1B/PKD2L1/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/SCN2A/SCN3A/SCNN1A/SCNN1B/TAS2R10/TAS2R13/TAS2R14/TAS2R4,36
hsa04744_Phototransduction,Sensory system,CALM1/CALML4/CNGA1/GNAT1/GNB1/GUCA1B/GUCY2D/PDE6A/PDE6B/RCVRN/RGS9/SAG/SLC24A1,13
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,Sensory system,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ALOX12/BDKRB2/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CYP2J2/F2RL1/GNAQ/GNAS/HRH1/HTR2B/IGF1/IL1B/IL1R1/IL1RAP/ITPR1/ITPR2/ITPR3/MAP2K6/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/NTRK1/P2RY2/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLA2G4A/PLA2G4C/PLA2G6/PLCB1/PLCB2/PLCB3/PLCB4/PLCG1/PLCG2/PPP1CB/PPP1CC/PRKACA/PRKACB/PRKCA/PRKCB/PRKCD/PRKCE/PRKCG/PRKCH/PRKCQ/PTGER2/PTGER4/SRC/TRPA1/TRPV2/TRPV4,68
